Chemical ID,MolecularWeight,MolecularFormula,IUPACName,CanonicalSMILES,InChI,XLogP,ExactMass,MonoisotopicMass,TPSA,Complexity,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,CovalentUnitCount,Boiling Point,Melting Point,Flash Point,Solubility,Density,Vapor Density,Vapor Pressure,LogP,Stability,Auto-Ignition,Viscosity,Heat of Combustion,Heat of Vaporization,Surface Tension,Ionization Potential,Dissociation Constants
422-64-0,164.03,C3HF5O2,"2,2,3,3,3-pentafluoropropanoic acid",C(=O)(C(C(F)(F)F)(F)F)O,"InChI=1S/C3HF5O2/c4-2(5,1(9)10)3(6,7)8/h(H,9,10)",1.6,163.98967008,163.98967008,37.3,147,1,7,1,10,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,{'ExternalTableName': 'iupacpka'}
151772-58-6,296.04,C5HF9O4,"2,2-difluoro-2-[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]acetic acid",C(=O)(C(OC(C(OC(F)(F)F)(F)F)(F)F)(F)F)O,"InChI=1S/C5HF9O4/c6-2(7,1(15)16)17-3(8,9)4(10,11)18-5(12,13)14/h(H,15,16)",3,295.97311197,295.97311197,55.8,321,1,13,5,18,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
863090-89-5,280.04,C5HF9O3,"2,2,3,3,4,4-hexafluoro-4-(trifluoromethoxy)butanoic acid",C(=O)(C(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)O,"InChI=1S/C5HF9O3/c6-2(7,1(15)16)3(8,9)4(10,11)17-5(12,13)14/h(H,15,16)",3,279.97819735,279.97819735,46.5,306,1,12,4,17,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
377-73-1,230.04,C4HF7O3,"2,2,3,3-tetrafluoro-3-(trifluoromethoxy)propanoic acid",C(=O)(C(C(OC(F)(F)F)(F)F)(F)F)O,"InChI=1S/C4HF7O3/c5-2(6,1(12)13)3(7,8)14-4(9,10)11/h(H,12,13)",2.3,229.98139102,229.98139102,46.5,232,1,10,3,14,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
113507-82-7,316.10,C4HF9O4S,"1,1,2,2-tetrafluoro-2-(1,1,2,2,2-pentafluoroethoxy)ethanesulfonic acid",C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)(F)F,"InChI=1S/C4HF9O4S/c5-1(6,7)2(8,9)17-3(10,11)4(12,13)18(14,15)16/h(H,14,15,16)",2.4,315.94518314,315.94518314,72,403,1,13,4,18,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
674-13-5,180.03,C3HF5O3,"2,2-difluoro-2-(trifluoromethoxy)acetic acid",C(=O)(C(OC(F)(F)F)(F)F)O,"InChI=1S/C3HF5O3/c4-2(5,1(9)10)11-3(6,7)8/h(H,9,10)",1.6,179.98458470,179.98458470,46.5,161,1,8,2,11,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
801212-59-9,380.06,C7HF13O3,"2,2,3,3,4,4-hexafluoro-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yloxy)butanoic acid",C(=O)(C(C(C(OC(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)O,"InChI=1S/C7HF13O3/c8-2(9,1(21)22)3(10,11)7(19,20)23-4(12,5(13,14)15)6(16,17)18/h(H,21,22)",4.3,379.9718100,379.9718100,46.5,447,1,16,5,23,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
39492-90-5,378.05,C6HF11O6,"2-[[[difluoro(trifluoromethoxy)methoxy]-difluoromethoxy]-difluoromethoxy]-2,2-difluoroacetic acid",C(=O)(C(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,"InChI=1S/C6HF11O6/c7-2(8,1(18)19)20-4(12,13)22-6(16,17)23-5(14,15)21-3(9,10)11/h(H,18,19)",3.8,377.95974753,377.95974753,74.2,431,1,17,8,23,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
39492-89-2,312.04,C5HF9O5,"2-[[difluoro(trifluoromethoxy)methoxy]-difluoromethoxy]-2,2-difluoroacetic acid",C(=O)(C(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)O,"InChI=1S/C5HF9O5/c6-2(7,1(15)16)17-4(11,12)19-5(13,14)18-3(8,9)10/h(H,15,16)",3.1,311.96802659,311.96802659,65,336,1,14,6,19,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
39492-88-1,246.04,C4HF7O4,"2-[difluoro(trifluoromethoxy)methoxy]-2,2-difluoroacetic acid",C(=O)(C(OC(OC(F)(F)F)(F)F)(F)F)O,"InChI=1S/C4HF7O4/c5-2(6,1(12)13)14-4(10,11)15-3(7,8)9/h(H,12,13)",2.3,245.97630564,245.97630564,55.8,246,1,11,4,15,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2416366-22-6,406.08,C8H2F12O5,"4-(2-carboxy-1,1,2,2-tetrafluoroethoxy)-2,2,3,3,4,5,5,5-octafluoropentanoic acid",C(=O)(C(C(C(C(F)(F)F)(OC(C(C(=O)O)(F)F)(F)F)F)(F)F)(F)F)O,"InChI=1S/C8H2F12O5/c9-3(10,1(21)22)5(13,14)6(15,7(16,17)18)25-8(19,20)4(11,12)2(23)24/h(H,21,22)(H,23,24)",3.4,405.9710611,405.9710611,83.8,554,2,17,7,25,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1132933-86-8,320.09,C4HF8NaO4S,"sodium;1,1,2,2-tetrafluoro-2-(1,2,2,2-tetrafluoroethoxy)ethanesulfonate",C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)[O-])(F)F)F.[Na+],"InChI=1S/C4H2F8O4S.Na/c5-1(2(6,7)8)16-3(9,10)4(11,12)17(13,14)15;/h1H,(H,13,14,15);/q;+1/p-1",Not Available,319.93654926,319.93654926,74.8,372,0,12,4,18,2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
773804-62-9,428.08,C8H2F14O4,"2,2,3,3-tetrafluoro-3-[1,1,1,2,3,3-hexafluoro-3-(1,2,2,2-tetrafluoroethoxy)propan-2-yl]oxypropanoic acid",C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(=O)O)(F)F)(F)F)F)(F)F)F,"InChI=1S/C8H2F14O4/c9-1(4(12,13)14)25-8(21,22)5(15,6(16,17)18)26-7(19,20)3(10,11)2(23)24/h1H,(H,23,24)",4.8,427.9729528,427.9729528,55.8,524,1,18,7,26,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
69087-46-3,408.07,C8HF13O4,"2,2,3,3-tetrafluoro-3-[1,1,1,2,3,3-hexafluoro-3-(1,2,2-trifluoroethenoxy)propan-2-yl]oxypropanoic acid",C(=C(F)F)(OC(C(C(F)(F)F)(OC(C(C(=O)O)(F)F)(F)F)F)(F)F)F,"InChI=1S/C8HF13O4/c9-1(10)2(11)24-8(20,21)5(14,6(15,16)17)25-7(18,19)4(12,13)3(22)23/h(H,22,23)",4.3,407.9667246,407.9667246,55.8,549,1,17,7,25,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
39492-91-6,444.06,C7HF13O7,"2-[[[[difluoro(trifluoromethoxy)methoxy]-difluoromethoxy]-difluoromethoxy]-difluoromethoxy]-2,2-difluoroacetic acid",C(=O)(C(OC(OC(OC(OC(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,"InChI=1S/C7HF13O7/c8-2(9,1(21)22)23-4(13,14)25-6(17,18)27-7(19,20)26-5(15,16)24-3(10,11)12/h(H,21,22)",4.5,443.9514685,443.9514685,83.5,530,1,20,10,27,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
13140-29-9,230.04,C4HF7O3,"2,3,3,3-tetrafluoro-2-(trifluoromethoxy)propanoic acid",C(=O)(C(C(F)(F)F)(OC(F)(F)F)F)O,"InChI=1S/C4HF7O3/c5-2(1(12)13,3(6,7)8)14-4(9,10)11/h(H,12,13)",2.3,229.98139102,229.98139102,46.5,230,1,10,2,14,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
267239-61-2,280.04,C5HF9O3,"2,3,3,3-tetrafluoro-2-(1,1,2,2,2-pentafluoroethoxy)propanoic acid",C(=O)(C(C(F)(F)F)(OC(C(F)(F)F)(F)F)F)O,"InChI=1S/C5HF9O3/c6-2(1(15)16,3(7,8)9)17-5(13,14)4(10,11)12/h(H,15,16)",3,279.97819735,279.97819735,46.5,305,1,12,3,17,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
93449-21-9,176.07,C4H4F4O3,"2,2,3,3-tetrafluoro-3-methoxypropanoic acid",COC(C(C(=O)O)(F)F)(F)F,"InChI=1S/C4H4F4O3/c1-11-4(7,8)3(5,6)2(9)10/h1H3,(H,9,10)",1.1,176.00965663,176.00965663,46.5,167,1,7,3,11,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
29311-67-9,444.13,C7HF13O5S,"1,1,2,2-tetrafluoro-2-[1,1,1,2,3,3-hexafluoro-3-(1,2,2-trifluoroethenoxy)propan-2-yl]oxyethanesulfonic acid",C(=C(F)F)(OC(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)F,"InChI=1S/C7HF13O5S/c8-1(9)2(10)24-5(15,16)3(11,4(12,13)14)25-6(17,18)7(19,20)26(21,22)23/h(H,21,22,23)",3.7,443.9337104,443.9337104,81.2,657,1,18,7,26,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
749836-20-2,464.13,C7H2F14O5S,"1,1,2,2-tetrafluoro-2-[1,1,1,2,3,3-hexafluoro-3-(1,2,2,2-tetrafluoroethoxy)propan-2-yl]oxyethanesulfonic acid",C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)F,"InChI=1S/C7H2F14O5S/c8-1(2(9,10)11)25-5(16,17)3(12,4(13,14)15)26-6(18,19)7(20,21)27(22,23)24/h1H,(H,22,23,24)",4.2,463.9399386,463.9399386,81.2,632,1,19,7,27,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2416366-18-0,442.13,C7H2F12O6S,"2,2,3,3,4,5,5,5-octafluoro-4-(1,1,2,2-tetrafluoro-2-sulfoethoxy)pentanoic acid",C(=O)(C(C(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)(F)F)O,"InChI=1S/C7H2F12O6S/c8-2(9,1(20)21)3(10,11)4(12,5(13,14)15)25-6(16,17)7(18,19)26(22,23)24/h(H,20,21)(H,22,23,24)",2.8,441.9380469,441.9380469,109,663,2,18,7,26,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2416366-19-1,440.14,C7H3F11O7S,"2-fluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2-tetrafluoro-2-sulfoethoxy)propoxy]acetic acid",C(C(=O)O)(OC(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)F,"InChI=1S/C7H3F11O7S/c8-1(2(19)20)24-5(13,14)3(9,4(10,11)12)25-6(15,16)7(17,18)26(21,22)23/h1H,(H,19,20)(H,21,22,23)",2.6,439.9423834,439.9423834,119,638,2,18,8,26,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2416366-21-5,398.13,C6H2F12O4S,"1,1,2,2-tetrafluoro-2-(1,1,1,2,3,3,4,4-octafluorobutan-2-yloxy)ethanesulfonic acid",C(C(C(C(F)(F)F)(OC(C(F)(F)S(=O)(=O)O)(F)F)F)(F)F)(F)F,"InChI=1S/C6H2F12O4S/c7-1(8)2(9,10)3(11,4(12,13)14)22-5(15,16)6(17,18)23(19,20)21/h1H,(H,19,20,21)",3.5,397.9482177,397.9482177,72,533,1,16,6,23,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
63148-56-1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
88795-12-4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
24937-79-9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
188027-78-3,391.73,C13H8ClF2N3O5S,"6-chloro-7-[(3,5-dimethyl-1,2-oxazol-4-yl)sulfonyl]-2,2-difluoro-[1,3]dioxolo[4,5-f]benzimidazole",CC1=C(C(=NO1)C)S(=O)(=O)N2C3=CC4=C(C=C3N=C2Cl)OC(O4)(F)F,"InChI=1S/C13H8ClF2N3O5S/c1-5-11(6(2)24-18-5)25(20,21)19-8-4-10-9(22-13(15,16)23-10)3-7(8)17-12(19)14/h3-4H,1-2H3",3.5,390.9841256,390.9841256,105,650,0,9,2,25,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
67786-14-5,433.3,C17H11F3N3NaO4S,sodium;6-amino-4-hydroxy-5-[[2-(trifluoromethyl)phenyl]diazenyl]naphthalene-2-sulfonate,C1=CC=C(C(=C1)C(F)(F)F)N=NC2=C(C=CC3=CC(=CC(=C32)O)S(=O)(=O)[O-])N.[Na+],"InChI=1S/C17H12F3N3O4S.Na/c18-17(19,20)11-3-1-2-4-13(11)22-23-16-12(21)6-5-9-7-10(28(25,26)27)8-14(24)15(9)16;/h1-8,24H,21H2,(H,25,26,27);/q;+1/p-1",Not Available,433.03200578,433.03200578,137,688,2,10,3,29,2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
52238-92-3,930.5,C42H22Cl4F6N6O4,"4-[[2-chloro-5-(trifluoromethyl)phenyl]diazenyl]-N-[2,5-dichloro-4-[[4-[[2-chloro-5-(trifluoromethyl)phenyl]diazenyl]-3-hydroxynaphthalene-2-carbonyl]amino]phenyl]-3-hydroxynaphthalene-2-carboxamide",C1=CC=C2C(=C1)C=C(C(=C2N=NC3=C(C=CC(=C3)C(F)(F)F)Cl)O)C(=O)NC4=CC(=C(C=C4Cl)NC(=O)C5=CC6=CC=CC=C6C(=C5O)N=NC7=C(C=CC(=C7)C(F)(F)F)Cl)Cl,"InChI=1S/C42H22Cl4F6N6O4/c43-27-11-9-21(41(47,48)49)15-33(27)55-57-35-23-7-3-1-5-19(23)13-25(37(35)59)39(61)53-31-17-30(46)32(18-29(31)45)54-40(62)26-14-20-6-2-4-8-24(20)36(38(26)60)58-56-34-16-22(42(50,51)52)10-12-28(34)44/h1-18,59-60H,(H,53,61)(H,54,62)",14.3,930.033133,928.036083,148,1500,4,14,8,62,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
42557-13-1,318.55,C10H25F3O2Si3,"trimethyl-[methyl-(3,3,3-trifluoropropyl)-trimethylsilyloxysilyl]oxysilane",C[Si](C)(C)O[Si](C)(CCC(F)(F)F)O[Si](C)(C)C,"InChI=1S/C10H25F3O2Si3/c1-16(2,3)14-18(7,15-17(4,5)6)9-8-10(11,12)13/h8-9H2,1-7H3",Not Available,318.11144413,318.11144413,18.5,253,0,5,6,18,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
88485-37-4,309.67,C12H11ClF3NO3,"1-(4-chlorophenyl)-N-(1,3-dioxolan-2-ylmethoxy)-2,2,2-trifluoroethanimine",C1COC(O1)CON=C(C2=CC=C(C=C2)Cl)C(F)(F)F,"InChI=1S/C12H11ClF3NO3/c13-9-3-1-8(2-4-9)11(12(14,15)16)17-20-7-10-18-5-6-19-10/h1-4,10H,5-7H2",3.9,309.0379554,309.0379554,40.1,337,0,7,4,20,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
98-56-6,180.55,C7H4ClF3,1-chloro-4-(trifluoromethyl)benzene,C1=CC(=CC=C1C(F)(F)F)Cl,"InChI=1S/C7H4ClF3/c8-6-3-1-5(2-4-6)7(9,10)11/h1-4H",3.8,179.9953623,179.9953623,0,124,0,3,0,11,1,"277 to 280 °F at 760 mmHg (NTP, 1992)","-33 °F (NTP, 1992)","117 °F (NTP, 1992)","less than 1 mg/mL at 68 °F (NTP, 1992)","1.34 (NTP, 1992) - Denser than water; will sink","6.24 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","1 mmHg at 32 °F ; 5 mmHg at 76.5 °F (NTP, 1992)",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
29118-24-9,114.04,C3H2F4,"(E)-1,3,3,3-tetrafluoroprop-1-ene",C(=CF)C(F)(F)F,"InChI=1S/C3H2F4/c4-2-1-3(5,6)7/h1-2H/b2-1+",1.7,114.00926271,114.00926271,0,69,0,4,0,7,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
9002-84-0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
811-97-2,102.03,C2H2F4,"1,1,1,2-tetrafluoroethane",C(C(F)(F)F)F,"InChI=1S/C2H2F4/c3-1-2(4,5)6/h1H2",1.7,102.00926271,102.00926271,0,35,0,4,0,6,1,-26.5 °C at 1 atmosphere,-103.296 °C,Not Available,Insoluble in water,1.2072 g/cu cm at 25 °C,Relative vapor density  (air = 1): 3.5,4990 mm Hg at 25 °C,log Kow = 1.68,Not Available,Not Available,0.204 cP at 25 °C,Not Available,47.52 cal/g at 0 °C,8.366 dyns/cm at 25 °C,Not Available,Not Available
62476-59-9,383.64,C14H6ClF3NNaO5,sodium;5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoate,C1=CC(=C(C=C1C(F)(F)F)Cl)OC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)[O-].[Na+],"InChI=1S/C14H7ClF3NO5.Na/c15-10-5-7(14(16,17)18)1-4-12(10)24-8-2-3-11(19(22)23)9(6-8)13(20)21;/h1-6H,(H,20,21);/q;+1/p-1",Not Available,382.9784288,382.9784288,95.2,479,0,8,2,25,2,>100 °C /47% WATER SOLUTION/,124-125 °C,Not Available,"In octanol 5.37, methanol 64.15, hexane <5X10-5 (all in g/100 mL, 25 °C)",1.26 at 23 °C /TECHNICAL 47% WATER SOLUTION/,Not Available,0.00000001 [mmHg],Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,pKa = 3.86
1861-40-1,335.28,C13H16F3N3O4,"N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline",CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],"InChI=1S/C13H16F3N3O4/c1-3-5-6-17(4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",5.3,335.10929049,335.10929049,94.9,398,0,8,5,23,1,148-149 °C at 7 mm Hg; 121-122 °C at 0.5 mm Hg,65-66.5 °C,Not Available,G/100 ML AT 25 °C: >50 IN ACETONE; >25 IN ACETONITRILE; >50 IN CHLOROFORM; 45 IN DIMETHYLFORMAMIDE; 60 IN DIOXANE; 4 IN METHANOL; 58 IN METHYL ETHYL KETONE; 45 IN XYLENE,Not Available,Not Available,0.0000653 [mmHg],log Kow = 5.29,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1820573-27-0,434.3,C22H18Cl2FNO3,"[(R)-cyano-(4-fluoro-3-phenoxyphenyl)methyl] (1S)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate",CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C,"InChI=1S/C22H18Cl2FNO3/c1-22(2)15(11-19(23)24)20(22)21(27)29-18(12-26)13-8-9-16(25)17(10-13)28-14-6-4-3-5-7-14/h3-11,15,18,20H,1-2H3/t15?,18-,20+/m0/s1",6.2,433.0647770,433.0647770,59.3,679,0,5,7,29,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
352010-68-5,399.4,C19H20F3NO5,"(1R,5S)-3-[hydroxy-[2-(2-methoxyethoxymethyl)-6-(trifluoromethyl)pyridin-3-yl]methylidene]bicyclo[3.2.1]octane-2,4-dione",COCCOCC1=C(C=CC(=N1)C(F)(F)F)C(=C2C(=O)C3CCC(C3)C2=O)O,"InChI=1S/C19H20F3NO5/c1-27-6-7-28-9-13-12(4-5-14(23-13)19(20,21)22)18(26)15-16(24)10-2-3-11(8-10)17(15)25/h4-5,10-11,26H,2-3,6-9H2,1H3/t10-,11+",2,399.12935722,399.12935722,85.7,624,1,9,6,28,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
82657-04-3,422.9,C23H22ClF3O2,"(2-methyl-3-phenylphenyl)methyl (1R,3R)-3-[(Z)-2-chloro-3,3,3-trifluoroprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate",CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,"InChI=1S/C23H22ClF3O2/c1-14-16(10-7-11-17(14)15-8-5-4-6-9-15)13-29-21(28)20-18(22(20,2)3)12-19(24)23(25,26)27/h4-12,18,20H,13H2,1-3H3/b19-12-/t18-,20-/m0/s1",6,422.1260421,422.1260421,26.3,622,0,5,6,29,1,Not Available,69 °C,165 °C (329 °F) - closed cup,"In water, <1.0 ug/L /<1.0X10-3 mg/L/ at 20 °C",Density: 1.2 g/cu m at 125 °C,Not Available,0.00000018 [mmHg],log Kow = 6.00,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
83322-02-5,422.9,C23H22ClF3O2,"(2-methyl-3-phenylphenyl)methyl 3-(2-chloro-3,3,3-trifluoroprop-1-enyl)-2,2-dimethylcyclopropane-1-carboxylate",CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,"InChI=1S/C23H22ClF3O2/c1-14-16(10-7-11-17(14)15-8-5-4-6-9-15)13-29-21(28)20-18(22(20,2)3)12-19(24)23(25,26)27/h4-12,18,20H,13H2,1-3H3",6,422.1260421,422.1260421,26.3,622,0,5,6,29,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
581809-46-3,414.2,C18H12Cl2F3N3O,"N-[2-(3,4-dichlorophenyl)-4-fluorophenyl]-3-(difluoromethyl)-1-methylpyrazole-4-carboxamide",CN1C=C(C(=N1)C(F)F)C(=O)NC2=C(C=C(C=C2)F)C3=CC(=C(C=C3)Cl)Cl,"InChI=1S/C18H12Cl2F3N3O/c1-26-8-12(16(25-26)17(22)23)18(27)24-15-5-3-10(21)7-11(15)9-2-4-13(19)14(20)6-9/h2-8,17H,1H3,(H,24,27)",4.7,413.0309519,413.0309519,46.9,530,1,5,4,27,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1207727-04-5,663.3,C25H14BrF11N2O2,"3-[benzoyl(methyl)amino]-N-[2-bromo-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-(trifluoromethyl)phenyl]-2-fluorobenzamide",CN(C1=CC=CC(=C1F)C(=O)NC2=C(C=C(C=C2Br)C(C(F)(F)F)(C(F)(F)F)F)C(F)(F)F)C(=O)C3=CC=CC=C3,"InChI=1S/C25H14BrF11N2O2/c1-39(21(41)12-6-3-2-4-7-12)17-9-5-8-14(18(17)27)20(40)38-19-15(23(29,30)31)10-13(11-16(19)26)22(28,24(32,33)34)25(35,36)37/h2-11H,1H3,(H,38,40)",7.7,662.00630,662.00630,49.4,922,1,13,5,41,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
